id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
spb_title_ch2_12	Teaser Promo Image	ティザー　初期イメージ	Imagen Promocional	Werbeaufmacher		Immagine Promozionale	Imagem Promocional	Avance: Concepto inicial	Zajawka Promocyjna	前導宣傳圖	Fragman Tanıtım Görseli	Förhandsvisningskampanjbild 		Изначальное тизерное изображение
spb_title_ch2_13	Title Logo - Initial 1	タイトルロゴ　初期イメージ　１	Logotípo del Título - Inicial 1	Titellogo - Entwurf 1		Logo del Titolo - Iniziale 1	Logomarca - Inicial 1	Logo del título - Concepto inicial 1	Logo Tytułu - Inicjał 1	標題 初版 1	Başlık Logosu - İlk 1	Titellogotyp - Första 1		Вариант логотипа 1
spb_title_ch2_14	Title Logo - Initial 2	タイトルロゴ　初期イメージ　２	Logotípo del Título - Inicial 2	Titellogo - Entwurf 2		Logo del Titolo - Iniziale 2	Logomarca - Inicial 2	Logo del título - Concepto inicial 2	Logo Tytułu - Inicjał 2	標題 初版 2	Başlık Logosu - İlk 2	Titellogotyp - Första 2		Вариант логотипа 2
spb_title_ch2_15	Title Logo - Initial 3	タイトルロゴ　初期イメージ　３	Logotípo del Título - Inicial 3	Titellogo - Entwurf 3		Logo del Titolo - Iniziale 3	Logomarca - Inicial 3	Logo del título - Concepto inicial 3	Logo Tytułu - Inicjał 3	標題 初版 3	Başlık Logosu - İlk 3	Titellogotyp - Första 3		Вариант логотипа 3
														
spb_title_ch3_1	Shahra - Concept Image 1	シャーラ　初期イメージ　１	Shara - Imagen Conceptual	Shahra - Konzept 1		Shahra - Immagine Concettuale	Shahra - Imagem Conceitual	Shahra - Imagen conceptual	Shahra - Obraz Koncepcyjny	夏拉 概念圖	Shahra - Konsept Resim	Shahra - Konceptbild 1		Шахра: Концепт-арт 1
spb_title_ch3_2	Shahra - Concept Colors	シャーラ　初期カラー設定	Shara - Colores Conceptuales	Shahra - Konzeptfarben		Shahra - Colori Concettuali	Shahra - Cores Conceituais	Shahra - Colores conceptuales	Shahra - Kolory Koncepcyjne	夏拉 概念色	Shahra - Konsept Renkler	Shahra - Konceptfärger		Шахра: Цветовая гамма
spb_title_ch3_3	Shahra - 3 Faces	シャーラ　3面図	Shara - Tres Perspectivas	Shahra - 3 Perspektiven		Shahra - 3 Prospettive	Shahra - 3 Rostos	Shahra - Diagrama de tres vistas	Shahra - 3 Twarze	夏拉 三面圖	Shahra - 3 Yüzler	Shahra - 3 Ansikten		Шахра: В трёх ракурсах
spb_title_ch3_4	Shahra - Expressions 1	シャーラ　表情パターン　１	Shara - Expresiones 1	Shahra - Mimik 1		Shahra - Espressione 1	Shahra - Expressões 1	Shahra - Expresiones 1	Shahra - Wyrazy Twarzy 1	夏拉 表情 1	Shahra - İfadeler 1	Shahra - Uttryck 1		Шахра: Эмоции 1
spb_title_ch3_5	Shahra - Expressions 2	シャーラ　表情パターン　２	Shara - Expresiones 2	Shahra - Mimik 2		Shahra - Espressione 2	Shahra - Expressões 2	Shahra - Expresiones 2	Shahra - Wyrazy Twarzy 2	夏拉 表情 2	Shahra - İfadeler 2	Shahra - Uttryck 2		Шахра: Эмоции 2
spb_title_ch3_6	Shahra - Production CG Model	シャーラ　製作中ＣＧモデル	Shara - Modelo por Ordenador	Shahra - Computermodell		Shahra - Modello dei Filmati	Shahra - Modelo de Produção CG	Shahra - Modelo CG en producción	Shahra - Model CG do Produkcji	夏拉 製作中CG模型	Shahra - Üretim CG Modeli	Shahra - Produktions CG Modell		Шахра: CG-модель в процессе создания
spb_title_ch3_7	Shahra - Concept Image 2	シャーラ　初期イメージ　２	Shara - Imagen Conceptual 2	Shahra - Konzept 2		Shahra - Immagine Concettuale 2	Shahra - Imagem Conceitual 2	Shahra - Imagen conceptual 2	Shahra - Obraz Koncepcyjny 2	夏拉 概念圖 2	Shahra - Konsept Resim 2	Shahra - Konceptbild 2		Шахра: Концепт-арт 2
spb_title_ch3_8	Erazor - Concept Image 1	イレイザー　初期イメージ　１	Erazor - Imagen Conceptual 1	Erazor - Konzept 1		Erazor - Immagine Concettuale 1	Erazor - Imagem Conceitual 1	Erazor - Imagen conceptual 1	Erazor - Obraz Koncepcyjny 1	伊萊薩 概念圖 1	Erazor - Konsept Resim 1	Erazor - Konceptbild 1		Эрейзор: Концепт-арт 1
spb_title_ch3_9	Erazor - Concept Colors 1	イレイザー　初期カラー設定　１	Erazor - Colores Conceptuales 1	Erazor - Konzeptfarben 1		Erazor - Colori Concettuali 1	Erazor - Cores Conceituais 1	Erazor - Colores conceptuales 1	Erazor - Kolory Koncepcyjne 1	伊萊薩 概念色 1	Erazor - Konsept Renkler 1	Erazor - Konceptfärger 1		Эрейзор: Цветовая гамма 1
spb_title_ch3_10	Erazor - Concept Colors 2	イレイザー　初期カラー設定　２	Erazor - Colores Conceptuales 2	Erazor - Konzeptfarben 2		Erazor - Colori Concettuali 2	Erazor - Cores Conceituais 2	Erazor - Colores conceptuales 2	Erazor - Kolory Koncepcyjne 2	伊萊薩 概念色 2	Erazor - Konsept Renkler 2	Erazor - Konceptfärger 2		Эрейзор: Цветовая гамма 2
spb_title_ch3_11	Erazor - 3 Faces	イレイザー　３面図	Erazor - Tres Perspectivas	Erazor - 3 Perspektiven		Erazor - 3 Prospettive	Erazor - 3 Rostos	Erazor - Diagrama de tres vistas	Erazor - 3 Twarze	伊萊薩 三面圖	Erazor - 3 Yüzler	Erazor - 3 Ansikten		Эрейзор: В трёх ракурсах
spb_title_ch3_12	Erazor - Expressions 1	イレイザー　表情パターン　１	Erazor - Expresiones 1	Erazor - Mimik 1		Erazor - Espressioni 1	Erazor - Expressões 1	Erazor - Expresiones 1	Erazor - Wyrazy Twarzy 1	伊萊薩 表情 1	Erazor - İfadeler 1	Erazor - Uttryck 1		Эрейзор: Эмоции 1
spb_title_ch3_13	Erazor - Expressions 2	イレイザー　表情パターン　２	Erazor - Expresiones 2	Erazor - Mimik 2		Erazor - Espressioni 2	Erazor - Expressões 2	Erazor - Expresiones 2	Erazor - Wyrazy Twarzy 2	伊萊薩 表情 2	Erazor - İfadeler 2	Erazor - Uttryck 2		Эрейзор: Эмоции 2
spb_title_ch3_14	Erazor - Production CG Model	イレイザー　製作中ＣＧモデル	Erazor - Modelo por Ordenador	Erazor - Computermodell		Erazor - Modello dei Filmati	Erazor - Modelo de Produção CG	Erazor - Modelo CG en producción	Erazor - Model CG do Produkcji	伊萊薩 製作中的CG模型	Erazor - Üretim CG Modeli	Erazor - Produktions CG Modell		Эрейзор: CG-модель в процессе создания
spb_title_ch3_15	Erazor - Concept Image 2	イレイザー　初期イメージ　２	Erazor - Imagen Conceptual 2	Erazor - Konzept 2		Erazor - Immagine Concettuale 2	Erazor - Imagem Conceitual 2	Erazor - Imagen conceptual 2	Erazor - Obraz Koncepcyjny 2	伊萊薩 概念圖 1	Erazor - Konsept Resim 2	Erazor - Konceptbild 2		Эрейзор: Концепт-арт 2
														
spb_title_ch4_1	Ali-Baba Image	アリババ　イメージ	Imagen de Alí Babá	Ali-Baba		Immagine di Ali-Baba	Imagem de Ali Babá	Imagen de Ali Babá	Obraz Ali-Baby	阿里巴巴 圖像	Ali-Baba Resmi			Изображение Али Бабы
spb_title_ch4_2	Sinbad Image	シンドバッド　イメージ	Imagen de Simbad	Sindbad		Immagine di Sinbad	Imagem de Simbad	Imagen de Simbad	Obraz Sinbada	辛巴達 圖像	Sinbad Resmi			Изображение Синдбада
spb_title_ch4_3	King Shahryar Image	シャフリャール王　イメージ	Imagen del Sultán Shahriar	King Shahryar		Immagine di re Sciahriar	Imagem do Rei Xariar	Imagen del sultán Shahriar	Obraz Króla Shahryara	山魯亞爾國王 圖像	Kral Shahryar Resmi			Изображение царя Шахрияра
spb_title_ch4_4	King Solomon Image	ソロモン王　イメージ	Imagen del Rey Salomón	King Solomon		Immagine di re Solomone	Imagem do Rei Salomão	Imagen del rey Salomón	Obraz Króla Solomona	所羅門王 圖像	Kral Solomon Resmi			Изображение царя Соломона
spb_title_ch4_5	King Solomon Concept Image	ソロモン王　初期イメージ	Imagen Conceptual del Rey Salomón	King Solomon - Konzept		Immagine Concettuale di re Salomone	Imagem Conceitual do Rei Salomão	Imagen conceptual del rey Salomón	Obraz Koncepcyjny Króla Solomona	所羅門王 概念圖	Kral Solomon Konsept Resmi			Царь Соломон: Концепт-арт
spb_title_ch4_6	Erazor's Lamp Image	イレーザーのランプ　イメージ	Imagen de la Lámpara de Erazor	Erazors Lampe		Immagine della Lampada di Erazor	Imagem da Lâmpada do Erazor	Imagen de la lámpara de Erazor	Obraz Lampy Erazora	伊萊薩的神燈 圖像	Erazor'un Lamba Resmi			Изображение лампы Эрейзора
spb_title_ch4_7	Erazor's Lamp Concept	イレーザーのランプ　初期イメージ	Imagen Conceptual de la Lámpara de Erazor	Erazors Lampe - Konzept		Immagine Concettuale della Lampada di Erazor	Imagem Conceitual da Lâmpada do Erazor	Imagen conceptual de la lámpara de Erazor	Koncept Lampy Erazora	伊萊薩的神燈 概念圖	Erazor'un Lamba Konsepti			Первоначальное изображение лампы Эрейзора
spb_title_ch4_8	Shahra's Ring Image	シャーラのリング　イメージ	Imagen del Anillo de Shara	Shahras Ring		Immagine dell'Anello di Shahra	Imagem do Anel de Shahra	Imagen del anillo de Shahra	Obraz Pierścienia Shahry	夏拉的戒指 圖像	Shahra'nın Yüzük Resmi			Изображение кольца Шахры
spb_title_ch4_9	Shahra's Ring Concept	シャーラのリング　初期イメージ	Imagen Conceptual del Anillo de Shara	Shahras Ring - Konzept		Immagine Concettuale dell'Anello di Shahra	Imagem Conceitual do Anel de Shahra	Imagen conceptual del anillo de Shahra	Koncept Pierścienia Shahry	夏拉的戒指 概念圖	Shahra'nın Yüzük Konsepti			Первоначальное изображение кольца Шахры
spb_title_ch4_10	World Ring Image	世界リング　イメージ	Imagen de un Anillo Secreto	Weltenring		Immagine dell'Anello Mondiale	Imagem do Anel do Mundo	Imagen de un Anillo mundial	Obraz Pierścienia Świata	世界戒指 圖像	Dünya Yüzüğü Resmi			Изображение Мирового кольца
spb_title_ch4_11	World Ring Concept Image	世界リング　初期イメージ	Imagen Conceptual de un Anillo Secreto	Weltenring - Konzept		Immagine Concettruale dell'Anello Mondiale	Imagem Conceitual do Anel do Mundo	Imagen conceptual de un Anillo mundial	Obraz Koncepcyjny Pierścienia Świata	世界戒指 概念圖	Dünya Yüzüğü Konsept Resmi			Первоначальное изображение Мирового кольца
spb_title_ch4_12	Night Palace Exterior Concept	ナイトパレス外観　初期イメージ	Concepto del Exterior del Palacio Nocturno	Night Palace (außen) - Konzept		Concetto dell'esteriore del Palazzo Notturno	Imagem Conceitual do Exterior de Night Palace	Concepto del Exterior del Palacio Nocturno	Koncept Nocnego Pałacu na Zewnątrz	暗夜宮殿 外景概念圖	Gece Sarayı Dış Mekan Konsepti			Первоначальное изображение внешнего вида Ночного дворца
spb_title_ch4_13	World Ring Door Image	世界リングのとびら　イメージ	Imagen de la Puerta de los Anillos Secretos	Weltenringtür		Immagine della Porta degli Anelli Mondiali	Imagem da Porta dos Anéis do Mundo	Imagen de la puerta de los Anillos mundiales	Obraz Drzwi Pierścieni Świata	世界戒指之門 圖像	Dünya Yüzüğü Kapı Resmi			Изображение двери с Мировыми кольцами
spb_title_ch4_14	Throne Room Image	王座の間　イメージ	Imagen de la Sala del Trono	Thronsaal		Immagine della Sala del Trono	Imagem da Sala do Trono	Imagen de la sala del trono	Obraz Sali Tronowej	寶座廳 圖像	Taht Odası Resmi			Изображение тронного зала
spb_title_ch4_15	Arabian Nights' Book Image	アラビアンナイトの本　イメージ	Imagen del Libro de Las mil y una noches	Das Buch "Tausendundeine Nacht"		Immagine del Libro delle Mille e una Notte	Imagem do Livro das Mil e Uma Noites	Imagen del libro de """Las mil y una noches"""	Obraz Książki Arabskich Nocy	天方夜譚書本 圖像 	Binbir Gece Masalları' Kitap Görseli			Изображение книги """Тысяча и одна ночь"""
														
spb_title_ch5_1	Lost Prologue	ロストプロローグ	Prólogo Perdido	Lost Prologue		Prologo Perduto	Lost Prologue	Prólogo Perdido	Zaginiony Prolog	失落序章	Kayıp Başlangıç			Потерянный пролог
spb_title_ch5_2	Sand Oasis Image	サンドオアシス　イメージ	Oasis de Arena	Sand Oasis		Immagine di Oasi Sabbiose	Imagem de Sand Oasis	Imagen de Oasis Arenoso	Obraz Piaszczystej Oazy	沙漠綠洲 圖像	Kum Vahası Resmi			Изображение Песчаного оазиса
spb_title_ch5_3	Sand Oasis Image	サンドオアシス　イメージ	Oasis de Arena	Sand Oasis		Immagine di Oasi Sabbiose	Imagem de Sand Oasis	Imagen de Oasis Arenoso	Obraz Piaszczystej Oazy	沙漠綠洲 圖像	Kum Vahası Resmi			Изображение Песчаного оазиса
spb_title_ch5_4	Dinosaur Jungle Image	ダイナソージャングル　イメージ	Jungla Jurásica	Dinosaur Jungle		Immagine della Giungla dei Dinosauri	Imagem de Dinosaur Jungle	Imagen de Dino Jungla	Obraz Dżungli Dinozaurów	恐龍叢林 圖像	Dinazor Ormanı Resmi			Изображение Джунглей динозавров
spb_title_ch5_5	Dinosaur Jungle Image	ダイナソージャングル　イメージ	Jungla Jurásica	Dinosaur Jungle		Immagine della Giungla dei Dinosauri	Imagem de Dinosaur Jungle	Imagen de Dino Jungla	Obraz Dżungli Dinozaurów	恐龍叢林 圖像	Dinazor Ormanı Resmi			Изображение Джунглей динозавров
spb_title_ch5_6	Dinosaur Jungle Image	ダイナソージャングル　イメージ	Jungla Jurásica	Dinosaur Jungle		Immagine della Giungla dei Dinosauri	Imagem de Dinosaur Jungle	Imagen de Dino Jungla	Obraz Dżungli Dinozaurów	恐龍叢林 圖像	Dinazor Ormanı Resmi			Изображение Джунглей динозавров
spb_title_ch5_7	Dinosaur Jungle Image	ダイナソージャングル　イメージ	Jungla Jurásica	Dinosaur Jungle		Immagine della Giungla dei Dinosauri	Imagem de Dinosaur Jungle	Imagen de Dino Jungla	Obraz Dżungli Dinozaurów	恐龍叢林 圖像	Dinazor Ormanı Resmi			Изображение Джунглей динозавров
spb_title_ch5_8	Evil Foundry Image	イビルフャウンドリー　イメージ	Forja Maligna	Evil Foundry		Immagine della Fonderia Maligna	Imagem de Evil Foundry	Imagen de Fundición Maléfica	Obraz Przeklętej Odlewni	萬惡鑄造廠 圖像	Kötü Dökümhane Resmi			Изображение Плавильни зла
spb_title_ch5_9	Evil Foundry Image	イビルフャウンドリー　イメージ	Forja Maligna	Evil Foundry		Immagine della Fonderia Maligna	Imagem de Evil Foundry	Imagen de Fundición Maléfica	Obraz Przeklętej Odlewni	萬惡鑄造廠 圖像	Kötü Dökümhane Resmi			Изображение Плавильни зла
spb_title_ch5_10	Evil Foundry Image	イビルフャウンドリー　イメージ	Forja Maligna	Evil Foundry		Immagine della Fonderia Maligna	Imagem de Evil Foundry	Imagen de Fundición Maléfica	Obraz Przeklętej Odlewni	萬惡鑄造廠 圖像	Kötü Dökümhane Resmi			Изображение Плавильни зла
spb_title_ch5_11	Evil Foundry Image	イビルフャウンドリー　イメージ	Forja Maligna	Evil Foundry		Immagine della Fonderia Maligna	Imagem de Evil Foundry	Imagen de Fundición Maléfica	Obraz Przeklętej Odlewni	萬惡鑄造廠 圖像	Kötü Dökümhane Resmi			Изображение Плавильни зла
